stressTest_6.dasm (line 1):     [0x0000] 5E35 1000 1000  IFA [0x1000+B], [0x1000+J]
stressTest_6.dasm (line 6469):  [0x3694] 5C57 1000       IFU C, [J+0x1000]
stressTest_6.dasm (line 6470):  [0x3696] 5C57 0010       IFU C, [J+0x10]
stressTest_6.dasm (line 6471):  [0x3698] 5C77 1000       IFU X, [J+0x1000]
stressTest_6.dasm (line 6472):  [0x369A] 5C77 0010       IFU X, [J+0x10]
stressTest_6.dasm (line 6473):  [0x369C] 5C97 1000       IFU Y, [J+0x1000]
stressTest_6.dasm (line 6474):  [0x369E] 5C97 0010       IFU Y, [J+0x10]
stressTest_6.dasm (line 6475):  [0x36A0] 5CB7 1000       IFU Z, [J+0x1000]
stressTest_6.dasm (line 6476):  [0x36A2] 5CB7 0010       IFU Z, [J+0x10]
stressTest_6.dasm (line 6477):  [0x36A4] 5CD7 1000       IFU I, [J+0x1000]
stressTest_6.dasm (line 6478):  [0x36A6] 5CD7 0010       IFU I, [J+0x10]
stressTest_6.dasm (line 6479):  [0x36A8] 5CF7 1000       IFU J, [J+0x1000]
stressTest_6.dasm (line 6480):  [0x36AA] 5CF7 0010       IFU J, [J+0x10]
stressTest_6.dasm (line 6481):  [0x36AC] 5D17 1000       IFU [A], [J+0x1000]
stressTest_6.dasm (line 6482):  [0x36AE] 5D17 0010       IFU [A], [J+0x10]
stressTest_6.dasm (line 6483):  [0x36B0] 5D37 1000       IFU [B], [J+0x1000]
stressTest_6.dasm (line 6484):  [0x36B2] 5D37 0010       IFU [B], [J+0x10]
stressTest_6.dasm (line 6485):  [0x36B4] 5D57 1000       IFU [C], [J+0x1000]
stressTest_6.dasm (line 6486):  [0x36B6] 5D57 0010       IFU [C], [J+0x10]
stressTest_6.dasm (line 6487):  [0x36B8] 5D77 1000       IFU [X], [J+0x1000]
stressTest_6.dasm (line 6488):  [0x36BA] 5D77 0010       IFU [X], [J+0x10]
stressTest_6.dasm (line 6489):  [0x36BC] 5D97 1000       IFU [Y], [J+0x1000]
stressTest_6.dasm (line 6490):  [0x36BE] 5D97 0010       IFU [Y], [J+0x10]
stressTest_6.dasm (line 6491):  [0x36C0] 5DB7 1000       IFU [Z], [J+0x1000]
stressTest_6.dasm (line 6492):  [0x36C2] 5DB7 0010       IFU [Z], [J+0x10]
stressTest_6.dasm (line 6493):  [0x36C4] 5DD7 1000       IFU [I], [J+0x1000]
stressTest_6.dasm (line 6494):  [0x36C6] 5DD7 0010       IFU [I], [J+0x10]
stressTest_6.dasm (line 6495):  [0x36C8] 5DF7 1000       IFU [J], [J+0x1000]
stressTest_6.dasm (line 6496):  [0x36CA] 5DF7 0010       IFU [J], [J+0x10]
stressTest_6.dasm (line 6497):  [0x36CC] 5E17 1000 1000  IFU [0x1000+A], [J+0x1000]
stressTest_6.dasm (line 6498):  [0x36CF] 5E17 0010 0010  IFU [0x10+A], [J+0x10]
stressTest_6.dasm (line 6499):  [0x36D2] 5E37 1000 1000  IFU [0x1000+B], [J+0x1000]
stressTest_6.dasm (line 6500):  [0x36D5] 5E37 0010 0010  IFU [0x10+B], [J+0x10]
stressTest_6.dasm (line 6501):  [0x36D8] 5E57 1000 1000  IFU [0x1000+C], [J+0x1000]
stressTest_6.dasm (line 6502):  [0x36DB] 5E57 0010 0010  IFU [0x10+C], [J+0x10]
stressTest_6.dasm (line 6503):  [0x36DE] 5E77 1000 1000  IFU [0x1000+X], [J+0x1000]
stressTest_6.dasm (line 6504):  [0x36E1] 5E77 0010 0010  IFU [0x10+X], [J+0x10]
stressTest_6.dasm (line 6505):  [0x36E4] 5E97 1000 1000  IFU [0x1000+Y], [J+0x1000]
stressTest_6.dasm (line 6506):  [0x36E7] 5E97 0010 0010  IFU [0x10+Y], [J+0x10]
stressTest_6.dasm (line 6507):  [0x36EA] 5EB7 1000 1000  IFU [0x1000+Z], [J+0x1000]
stressTest_6.dasm (line 6508):  [0x36ED] 5EB7 0010 0010  IFU [0x10+Z], [J+0x10]
stressTest_6.dasm (line 6509):  [0x36F0] 5ED7 1000 1000  IFU [0x1000+I], [J+0x1000]
stressTest_6.dasm (line 6510):  [0x36F3] 5ED7 0010 0010  IFU [0x10+I], [J+0x10]
stressTest_6.dasm (line 6511):  [0x36F6] WARNING: Redundant statement.
stressTest_6.dasm (line 6511):  [0x36F6] 5EF7 1000 1000  IFU [0x1000+J], [J+0x1000]
stressTest_6.dasm (line 6512):  [0x36F9] WARNING: Redundant statement.
stressTest_6.dasm (line 6512):  [0x36F9] 5EF7 0010 0010  IFU [0x10+J], [J+0x10]
stressTest_6.dasm (line 6513):  [0x36FC] 5E17 1000 1000  IFU [A+0x1000], [J+0x1000]
stressTest_6.dasm (line 6514):  [0x36FF] 5E17 0010 0010  IFU [A+0x10], [J+0x10]
stressTest_6.dasm (line 6515):  [0x3702] 5E37 1000 1000  IFU [B+0x1000], [J+0x1000]
stressTest_6.dasm (line 6516):  [0x3705] 5E37 0010 0010  IFU [B+0x10], [J+0x10]
stressTest_6.dasm (line 6517):  [0x3708] 5E57 1000 1000  IFU [C+0x1000], [J+0x1000]
stressTest_6.dasm (line 6518):  [0x370B] 5E57 0010 0010  IFU [C+0x10], [J+0x10]
stressTest_6.dasm (line 6519):  [0x370E] 5E77 1000 1000  IFU [X+0x1000], [J+0x1000]
stressTest_6.dasm (line 6520):  [0x3711] 5E77 0010 0010  IFU [X+0x10], [J+0x10]
stressTest_6.dasm (line 6521):  [0x3714] 5E97 1000 1000  IFU [Y+0x1000], [J+0x1000]
stressTest_6.dasm (line 6522):  [0x3717] 5E97 0010 0010  IFU [Y+0x10], [J+0x10]
stressTest_6.dasm (line 6523):  [0x371A] 5EB7 1000 1000  IFU [Z+0x1000], [J+0x1000]
stressTest_6.dasm (line 6524):  [0x371D] 5EB7 0010 0010  IFU [Z+0x10], [J+0x10]
stressTest_6.dasm (line 6525):  [0x3720] 5ED7 1000 1000  IFU [I+0x1000], [J+0x1000]
stressTest_6.dasm (line 6526):  [0x3723] 5ED7 0010 0010  IFU [I+0x10], [J+0x10]
stressTest_6.dasm (line 6527):  [0x3726] WARNING: Redundant statement.
stressTest_6.dasm (line 6527):  [0x3726] 5EF7 1000 1000  IFU [J+0x1000], [J+0x1000]
stressTest_6.dasm (line 6528):  [0x3729] WARNING: Redundant statement.
stressTest_6.dasm (line 6528):  [0x3729] 5EF7 0010 0010  IFU [J+0x10], [J+0x10]
stressTest_6.dasm (line 6529):  [0x372C] 5F17 1000       IFU PUSH, [J+0x1000]
stressTest_6.dasm (line 6530):  [0x372E] 5F17 0010       IFU PUSH, [J+0x10]
stressTest_6.dasm (line 6531):  [0x3730] 5F37 1000       IFU [SP], [J+0x1000]
stressTest_6.dasm (line 6532):  [0x3732] 5F37 0010       IFU [SP], [J+0x10]
stressTest_6.dasm (line 6533):  [0x3734] 5F57 1000 1000  IFU [SP+0x1000], [J+0x1000]
stressTest_6.dasm (line 6534):  [0x3737] 5F57 0010 0010  IFU [SP+0x10], [J+0x10]
stressTest_6.dasm (line 6535):  [0x373A] 5F57 1000 1000  IFU PICK 0x1000, [J+0x1000]
stressTest_6.dasm (line 6536):  [0x373D] 5F57 0010 0010  IFU PICK 0x10, [J+0x10]
stressTest_6.dasm (line 6537):  [0x3740] 5F77 1000       IFU SP, [J+0x1000]
stressTest_6.dasm (line 6538):  [0x3742] 5F77 0010       IFU SP, [J+0x10]
stressTest_6.dasm (line 6539):  [0x3744] 5F97 1000       IFU PC, [J+0x1000]
stressTest_6.dasm (line 6540):  [0x3746] 5F97 0010       IFU PC, [J+0x10]
stressTest_6.dasm (line 6541):  [0x3748] 5FB7 1000       IFU EX, [J+0x1000]
stressTest_6.dasm (line 6542):  [0x374A] 5FB7 0010       IFU EX, [J+0x10]
stressTest_6.dasm (line 6543):  [0x374C] 5FD7 1000 1000  IFU [0x1000], [J+0x1000]
stressTest_6.dasm (line 6544):  [0x374F] 5FD7 0010 0010  IFU [0x10], [J+0x10]
stressTest_6.dasm (line 6545):  [0x3752] 5FF7 1000 1000  IFU 0x1000, [J+0x1000]
stressTest_6.dasm (line 6546):  [0x3755] 5FF7 0010 0010  IFU 0x10, [J+0x10]
stressTest_6.dasm (line 6547):  [0x3758] 6017            IFU A, POP
stressTest_6.dasm (line 6548):  [0x3759] 6037            IFU B, POP
stressTest_6.dasm (line 6549):  [0x375A] 6057            IFU C, POP
stressTest_6.dasm (line 6550):  [0x375B] 6077            IFU X, POP
stressTest_6.dasm (line 6551):  [0x375C] 6097            IFU Y, POP
stressTest_6.dasm (line 6552):  [0x375D] 60B7            IFU Z, POP
stressTest_6.dasm (line 6553):  [0x375E] 60D7            IFU I, POP
stressTest_6.dasm (line 6554):  [0x375F] 60F7            IFU J, POP
stressTest_6.dasm (line 6555):  [0x3760] 6117            IFU [A], POP
stressTest_6.dasm (line 6556):  [0x3761] 6137            IFU [B], POP
stressTest_6.dasm (line 6557):  [0x3762] 6157            IFU [C], POP
stressTest_6.dasm (line 6558):  [0x3763] 6177            IFU [X], POP
stressTest_6.dasm (line 6559):  [0x3764] 6197            IFU [Y], POP
stressTest_6.dasm (line 6560):  [0x3765] 61B7            IFU [Z], POP
stressTest_6.dasm (line 6561):  [0x3766] 61D7            IFU [I], POP
stressTest_6.dasm (line 6562):  [0x3767] 61F7            IFU [J], POP
stressTest_6.dasm (line 6563):  [0x3768] 6217 1000       IFU [0x1000+A], POP
stressTest_6.dasm (line 6564):  [0x376A] 6217 0010       IFU [0x10+A], POP
stressTest_6.dasm (line 6565):  [0x376C] 6237 1000       IFU [0x1000+B], POP
stressTest_6.dasm (line 6566):  [0x376E] 6237 0010       IFU [0x10+B], POP
stressTest_6.dasm (line 6567):  [0x3770] 6257 1000       IFU [0x1000+C], POP
stressTest_6.dasm (line 6568):  [0x3772] 6257 0010       IFU [0x10+C], POP
stressTest_6.dasm (line 6569):  [0x3774] 6277 1000       IFU [0x1000+X], POP
stressTest_6.dasm (line 6570):  [0x3776] 6277 0010       IFU [0x10+X], POP
stressTest_6.dasm (line 6571):  [0x3778] 6297 1000       IFU [0x1000+Y], POP
stressTest_6.dasm (line 6572):  [0x377A] 6297 0010       IFU [0x10+Y], POP
stressTest_6.dasm (line 6573):  [0x377C] 62B7 1000       IFU [0x1000+Z], POP
stressTest_6.dasm (line 6574):  [0x377E] 62B7 0010       IFU [0x10+Z], POP
stressTest_6.dasm (line 6575):  [0x3780] 62D7 1000       IFU [0x1000+I], POP
stressTest_6.dasm (line 6576):  [0x3782] 62D7 0010       IFU [0x10+I], POP
stressTest_6.dasm (line 6577):  [0x3784] 62F7 1000       IFU [0x1000+J], POP
stressTest_6.dasm (line 6578):  [0x3786] 62F7 0010       IFU [0x10+J], POP
stressTest_6.dasm (line 6579):  [0x3788] 6217 1000       IFU [A+0x1000], POP
stressTest_6.dasm (line 6580):  [0x378A] 6217 0010       IFU [A+0x10], POP
stressTest_6.dasm (line 6581):  [0x378C] 6237 1000       IFU [B+0x1000], POP
stressTest_6.dasm (line 6582):  [0x378E] 6237 0010       IFU [B+0x10], POP
stressTest_6.dasm (line 6583):  [0x3790] 6257 1000       IFU [C+0x1000], POP
stressTest_6.dasm (line 6584):  [0x3792] 6257 0010       IFU [C+0x10], POP
stressTest_6.dasm (line 6585):  [0x3794] 6277 1000       IFU [X+0x1000], POP
stressTest_6.dasm (line 6586):  [0x3796] 6277 0010       IFU [X+0x10], POP
stressTest_6.dasm (line 6587):  [0x3798] 6297 1000       IFU [Y+0x1000], POP
stressTest_6.dasm (line 6588):  [0x379A] 6297 0010       IFU [Y+0x10], POP
stressTest_6.dasm (line 6589):  [0x379C] 62B7 1000       IFU [Z+0x1000], POP
stressTest_6.dasm (line 6590):  [0x379E] 62B7 0010       IFU [Z+0x10], POP
stressTest_6.dasm (line 6591):  [0x37A0] 62D7 1000       IFU [I+0x1000], POP
stressTest_6.dasm (line 6592):  [0x37A2] 62D7 0010       IFU [I+0x10], POP
stressTest_6.dasm (line 6593):  [0x37A4] 62F7 1000       IFU [J+0x1000], POP
stressTest_6.dasm (line 6594):  [0x37A6] 62F7 0010       IFU [J+0x10], POP
stressTest_6.dasm (line 6595):  [0x37A8] WARNING: Redundant statement.
stressTest_6.dasm (line 6595):  [0x37A8] 6317            IFU PUSH, POP
stressTest_6.dasm (line 6596):  [0x37A9] 6337            IFU [SP], POP
stressTest_6.dasm (line 6597):  [0x37AA] 6357 1000       IFU [SP+0x1000], POP
stressTest_6.dasm (line 6598):  [0x37AC] 6357 0010       IFU [SP+0x10], POP
stressTest_6.dasm (line 6599):  [0x37AE] 6357 1000       IFU PICK 0x1000, POP
stressTest_6.dasm (line 6600):  [0x37B0] 6357 0010       IFU PICK 0x10, POP
stressTest_6.dasm (line 6601):  [0x37B2] 6377            IFU SP, POP
stressTest_6.dasm (line 6602):  [0x37B3] 6397            IFU PC, POP
stressTest_6.dasm (line 6603):  [0x37B4] 63B7            IFU EX, POP
stressTest_6.dasm (line 6604):  [0x37B5] 63D7 1000       IFU [0x1000], POP
stressTest_6.dasm (line 6605):  [0x37B7] 63D7 0010       IFU [0x10], POP
stressTest_6.dasm (line 6606):  [0x37B9] 63F7 1000       IFU 0x1000, POP
stressTest_6.dasm (line 6607):  [0x37BB] 63F7 0010       IFU 0x10, POP
stressTest_6.dasm (line 6608):  [0x37BD] 6417            IFU A, [SP]
stressTest_6.dasm (line 6609):  [0x37BE] 6437            IFU B, [SP]
stressTest_6.dasm (line 6610):  [0x37BF] 6457            IFU C, [SP]
stressTest_6.dasm (line 6611):  [0x37C0] 6477            IFU X, [SP]
stressTest_6.dasm (line 6612):  [0x37C1] 6497            IFU Y, [SP]
stressTest_6.dasm (line 6613):  [0x37C2] 64B7            IFU Z, [SP]
stressTest_6.dasm (line 6614):  [0x37C3] 64D7            IFU I, [SP]
stressTest_6.dasm (line 6615):  [0x37C4] 64F7            IFU J, [SP]
stressTest_6.dasm (line 6616):  [0x37C5] 6517            IFU [A], [SP]
stressTest_6.dasm (line 6617):  [0x37C6] 6537            IFU [B], [SP]
stressTest_6.dasm (line 6618):  [0x37C7] 6557            IFU [C], [SP]
stressTest_6.dasm (line 6619):  [0x37C8] 6577            IFU [X], [SP]
stressTest_6.dasm (line 6620):  [0x37C9] 6597            IFU [Y], [SP]
stressTest_6.dasm (line 6621):  [0x37CA] 65B7            IFU [Z], [SP]
stressTest_6.dasm (line 6622):  [0x37CB] 65D7            IFU [I], [SP]
stressTest_6.dasm (line 6623):  [0x37CC] 65F7            IFU [J], [SP]
stressTest_6.dasm (line 6624):  [0x37CD] 6617 1000       IFU [0x1000+A], [SP]
stressTest_6.dasm (line 6625):  [0x37CF] 6617 0010       IFU [0x10+A], [SP]
stressTest_6.dasm (line 6626):  [0x37D1] 6637 1000       IFU [0x1000+B], [SP]
stressTest_6.dasm (line 6627):  [0x37D3] 6637 0010       IFU [0x10+B], [SP]
stressTest_6.dasm (line 6628):  [0x37D5] 6657 1000       IFU [0x1000+C], [SP]
stressTest_6.dasm (line 6629):  [0x37D7] 6657 0010       IFU [0x10+C], [SP]
stressTest_6.dasm (line 6630):  [0x37D9] 6677 1000       IFU [0x1000+X], [SP]
stressTest_6.dasm (line 6631):  [0x37DB] 6677 0010       IFU [0x10+X], [SP]
stressTest_6.dasm (line 6632):  [0x37DD] 6697 1000       IFU [0x1000+Y], [SP]
stressTest_6.dasm (line 6633):  [0x37DF] 6697 0010       IFU [0x10+Y], [SP]
stressTest_6.dasm (line 6634):  [0x37E1] 66B7 1000       IFU [0x1000+Z], [SP]
stressTest_6.dasm (line 6635):  [0x37E3] 66B7 0010       IFU [0x10+Z], [SP]
stressTest_6.dasm (line 6636):  [0x37E5] 66D7 1000       IFU [0x1000+I], [SP]
stressTest_6.dasm (line 6637):  [0x37E7] 66D7 0010       IFU [0x10+I], [SP]
stressTest_6.dasm (line 6638):  [0x37E9] 66F7 1000       IFU [0x1000+J], [SP]
stressTest_6.dasm (line 6639):  [0x37EB] 66F7 0010       IFU [0x10+J], [SP]
stressTest_6.dasm (line 6640):  [0x37ED] 6617 1000       IFU [A+0x1000], [SP]
stressTest_6.dasm (line 6641):  [0x37EF] 6617 0010       IFU [A+0x10], [SP]
stressTest_6.dasm (line 6642):  [0x37F1] 6637 1000       IFU [B+0x1000], [SP]
stressTest_6.dasm (line 6643):  [0x37F3] 6637 0010       IFU [B+0x10], [SP]
stressTest_6.dasm (line 6644):  [0x37F5] 6657 1000       IFU [C+0x1000], [SP]
stressTest_6.dasm (line 6645):  [0x37F7] 6657 0010       IFU [C+0x10], [SP]
stressTest_6.dasm (line 6646):  [0x37F9] 6677 1000       IFU [X+0x1000], [SP]
stressTest_6.dasm (line 6647):  [0x37FB] 6677 0010       IFU [X+0x10], [SP]
stressTest_6.dasm (line 6648):  [0x37FD] 6697 1000       IFU [Y+0x1000], [SP]
stressTest_6.dasm (line 6649):  [0x37FF] 6697 0010       IFU [Y+0x10], [SP]
stressTest_6.dasm (line 6650):  [0x3801] 66B7 1000       IFU [Z+0x1000], [SP]
stressTest_6.dasm (line 6651):  [0x3803] 66B7 0010       IFU [Z+0x10], [SP]
stressTest_6.dasm (line 6652):  [0x3805] 66D7 1000       IFU [I+0x1000], [SP]
stressTest_6.dasm (line 6653):  [0x3807] 66D7 0010       IFU [I+0x10], [SP]
stressTest_6.dasm (line 6654):  [0x3809] 66F7 1000       IFU [J+0x1000], [SP]
stressTest_6.dasm (line 6655):  [0x380B] 66F7 0010       IFU [J+0x10], [SP]
stressTest_6.dasm (line 6656):  [0x380D] 6717            IFU PUSH, [SP]
stressTest_6.dasm (line 6657):  [0x380E] WARNING: Redundant statement.
stressTest_6.dasm (line 6657):  [0x380E] 6737            IFU [SP], [SP]
stressTest_6.dasm (line 6658):  [0x380F] 6757 1000       IFU [SP+0x1000], [SP]
stressTest_6.dasm (line 6659):  [0x3811] 6757 0010       IFU [SP+0x10], [SP]
stressTest_6.dasm (line 6660):  [0x3813] 6757 1000       IFU PICK 0x1000, [SP]
stressTest_6.dasm (line 6661):  [0x3815] 6757 0010       IFU PICK 0x10, [SP]
stressTest_6.dasm (line 6662):  [0x3817] 6777            IFU SP, [SP]
stressTest_6.dasm (line 6663):  [0x3818] 6797            IFU PC, [SP]
stressTest_6.dasm (line 6664):  [0x3819] 67B7            IFU EX, [SP]
stressTest_6.dasm (line 6665):  [0x381A] 67D7 1000       IFU [0x1000], [SP]
stressTest_6.dasm (line 6666):  [0x381C] 67D7 0010       IFU [0x10], [SP]
stressTest_6.dasm (line 6667):  [0x381E] 67F7 1000       IFU 0x1000, [SP]
stressTest_6.dasm (line 6668):  [0x3820] 67F7 0010       IFU 0x10, [SP]
stressTest_6.dasm (line 6669):  [0x3822] 6817 1000       IFU A, [SP+0x1000]
stressTest_6.dasm (line 6670):  [0x3824] 6817 0010       IFU A, [SP+0x10]
stressTest_6.dasm (line 6671):  [0x3826] 6837 1000       IFU B, [SP+0x1000]
stressTest_6.dasm (line 6672):  [0x3828] 6837 0010       IFU B, [SP+0x10]
stressTest_6.dasm (line 6673):  [0x382A] 6857 1000       IFU C, [SP+0x1000]
stressTest_6.dasm (line 6674):  [0x382C] 6857 0010       IFU C, [SP+0x10]
stressTest_6.dasm (line 6675):  [0x382E] 6877 1000       IFU X, [SP+0x1000]
stressTest_6.dasm (line 6676):  [0x3830] 6877 0010       IFU X, [SP+0x10]
stressTest_6.dasm (line 6677):  [0x3832] 6897 1000       IFU Y, [SP+0x1000]
stressTest_6.dasm (line 6678):  [0x3834] 6897 0010       IFU Y, [SP+0x10]
stressTest_6.dasm (line 6679):  [0x3836] 68B7 1000       IFU Z, [SP+0x1000]
stressTest_6.dasm (line 6680):  [0x3838] 68B7 0010       IFU Z, [SP+0x10]
stressTest_6.dasm (line 6681):  [0x383A] 68D7 1000       IFU I, [SP+0x1000]
stressTest_6.dasm (line 6682):  [0x383C] 68D7 0010       IFU I, [SP+0x10]
stressTest_6.dasm (line 6683):  [0x383E] 68F7 1000       IFU J, [SP+0x1000]
stressTest_6.dasm (line 6684):  [0x3840] 68F7 0010       IFU J, [SP+0x10]
stressTest_6.dasm (line 6685):  [0x3842] 6917 1000       IFU [A], [SP+0x1000]
stressTest_6.dasm (line 6686):  [0x3844] 6917 0010       IFU [A], [SP+0x10]
stressTest_6.dasm (line 6687):  [0x3846] 6937 1000       IFU [B], [SP+0x1000]
stressTest_6.dasm (line 6688):  [0x3848] 6937 0010       IFU [B], [SP+0x10]
stressTest_6.dasm (line 6689):  [0x384A] 6957 1000       IFU [C], [SP+0x1000]
stressTest_6.dasm (line 6690):  [0x384C] 6957 0010       IFU [C], [SP+0x10]
stressTest_6.dasm (line 6691):  [0x384E] 6977 1000       IFU [X], [SP+0x1000]
stressTest_6.dasm (line 6692):  [0x3850] 6977 0010       IFU [X], [SP+0x10]
stressTest_6.dasm (line 6693):  [0x3852] 6997 1000       IFU [Y], [SP+0x1000]
stressTest_6.dasm (line 6694):  [0x3854] 6997 0010       IFU [Y], [SP+0x10]
stressTest_6.dasm (line 6695):  [0x3856] 69B7 1000       IFU [Z], [SP+0x1000]
stressTest_6.dasm (line 6696):  [0x3858] 69B7 0010       IFU [Z], [SP+0x10]
stressTest_6.dasm (line 6697):  [0x385A] 69D7 1000       IFU [I], [SP+0x1000]
stressTest_6.dasm (line 6698):  [0x385C] 69D7 0010       IFU [I], [SP+0x10]
stressTest_6.dasm (line 6699):  [0x385E] 69F7 1000       IFU [J], [SP+0x1000]
stressTest_6.dasm (line 6700):  [0x3860] 69F7 0010       IFU [J], [SP+0x10]
stressTest_6.dasm (line 6701):  [0x3862] 6A17 1000 1000  IFU [0x1000+A], [SP+0x1000]
stressTest_6.dasm (line 6702):  [0x3865] 6A17 0010 0010  IFU [0x10+A], [SP+0x10]
stressTest_6.dasm (line 6703):  [0x3868] 6A37 1000 1000  IFU [0x1000+B], [SP+0x1000]
stressTest_6.dasm (line 6704):  [0x386B] 6A37 0010 0010  IFU [0x10+B], [SP+0x10]
stressTest_6.dasm (line 6705):  [0x386E] 6A57 1000 1000  IFU [0x1000+C], [SP+0x1000]
stressTest_6.dasm (line 6706):  [0x3871] 6A57 0010 0010  IFU [0x10+C], [SP+0x10]
stressTest_6.dasm (line 6707):  [0x3874] 6A77 1000 1000  IFU [0x1000+X], [SP+0x1000]
stressTest_6.dasm (line 6708):  [0x3877] 6A77 0010 0010  IFU [0x10+X], [SP+0x10]
stressTest_6.dasm (line 6709):  [0x387A] 6A97 1000 1000  IFU [0x1000+Y], [SP+0x1000]
stressTest_6.dasm (line 6710):  [0x387D] 6A97 0010 0010  IFU [0x10+Y], [SP+0x10]
stressTest_6.dasm (line 6711):  [0x3880] 6AB7 1000 1000  IFU [0x1000+Z], [SP+0x1000]
stressTest_6.dasm (line 6712):  [0x3883] 6AB7 0010 0010  IFU [0x10+Z], [SP+0x10]
stressTest_6.dasm (line 6713):  [0x3886] 6AD7 1000 1000  IFU [0x1000+I], [SP+0x1000]
stressTest_6.dasm (line 6714):  [0x3889] 6AD7 0010 0010  IFU [0x10+I], [SP+0x10]
stressTest_6.dasm (line 6715):  [0x388C] 6AF7 1000 1000  IFU [0x1000+J], [SP+0x1000]
stressTest_6.dasm (line 6716):  [0x388F] 6AF7 0010 0010  IFU [0x10+J], [SP+0x10]
stressTest_6.dasm (line 6717):  [0x3892] 6A17 1000 1000  IFU [A+0x1000], [SP+0x1000]
stressTest_6.dasm (line 6718):  [0x3895] 6A17 0010 0010  IFU [A+0x10], [SP+0x10]
stressTest_6.dasm (line 6719):  [0x3898] 6A37 1000 1000  IFU [B+0x1000], [SP+0x1000]
stressTest_6.dasm (line 6720):  [0x389B] 6A37 0010 0010  IFU [B+0x10], [SP+0x10]
stressTest_6.dasm (line 6721):  [0x389E] 6A57 1000 1000  IFU [C+0x1000], [SP+0x1000]
stressTest_6.dasm (line 6722):  [0x38A1] 6A57 0010 0010  IFU [C+0x10], [SP+0x10]
stressTest_6.dasm (line 6723):  [0x38A4] 6A77 1000 1000  IFU [X+0x1000], [SP+0x1000]
stressTest_6.dasm (line 6724):  [0x38A7] 6A77 0010 0010  IFU [X+0x10], [SP+0x10]
stressTest_6.dasm (line 6725):  [0x38AA] 6A97 1000 1000  IFU [Y+0x1000], [SP+0x1000]
stressTest_6.dasm (line 6726):  [0x38AD] 6A97 0010 0010  IFU [Y+0x10], [SP+0x10]
stressTest_6.dasm (line 6727):  [0x38B0] 6AB7 1000 1000  IFU [Z+0x1000], [SP+0x1000]
stressTest_6.dasm (line 6728):  [0x38B3] 6AB7 0010 0010  IFU [Z+0x10], [SP+0x10]
stressTest_6.dasm (line 6729):  [0x38B6] 6AD7 1000 1000  IFU [I+0x1000], [SP+0x1000]
stressTest_6.dasm (line 6730):  [0x38B9] 6AD7 0010 0010  IFU [I+0x10], [SP+0x10]
stressTest_6.dasm (line 6731):  [0x38BC] 6AF7 1000 1000  IFU [J+0x1000], [SP+0x1000]
stressTest_6.dasm (line 6732):  [0x38BF] 6AF7 0010 0010  IFU [J+0x10], [SP+0x10]
stressTest_6.dasm (line 6733):  [0x38C2] 6B17 1000       IFU PUSH, [SP+0x1000]
stressTest_6.dasm (line 6734):  [0x38C4] 6B17 0010       IFU PUSH, [SP+0x10]
stressTest_6.dasm (line 6735):  [0x38C6] 6B37 1000       IFU [SP], [SP+0x1000]
stressTest_6.dasm (line 6736):  [0x38C8] 6B37 0010       IFU [SP], [SP+0x10]
stressTest_6.dasm (line 6737):  [0x38CA] WARNING: Redundant statement.
stressTest_6.dasm (line 6737):  [0x38CA] 6B57 1000 1000  IFU [SP+0x1000], [SP+0x1000]
stressTest_6.dasm (line 6738):  [0x38CD] WARNING: Redundant statement.
stressTest_6.dasm (line 6738):  [0x38CD] 6B57 0010 0010  IFU [SP+0x10], [SP+0x10]
stressTest_6.dasm (line 6739):  [0x38D0] WARNING: Redundant statement.
stressTest_6.dasm (line 6739):  [0x38D0] 6B57 1000 1000  IFU PICK 0x1000, [SP+0x1000]
stressTest_6.dasm (line 6740):  [0x38D3] WARNING: Redundant statement.
stressTest_6.dasm (line 6740):  [0x38D3] 6B57 0010 0010  IFU PICK 0x10, [SP+0x10]
stressTest_6.dasm (line 6741):  [0x38D6] 6B77 1000       IFU SP, [SP+0x1000]
stressTest_6.dasm (line 6742):  [0x38D8] 6B77 0010       IFU SP, [SP+0x10]
stressTest_6.dasm (line 6743):  [0x38DA] 6B97 1000       IFU PC, [SP+0x1000]
stressTest_6.dasm (line 6744):  [0x38DC] 6B97 0010       IFU PC, [SP+0x10]
stressTest_6.dasm (line 6745):  [0x38DE] 6BB7 1000       IFU EX, [SP+0x1000]
stressTest_6.dasm (line 6746):  [0x38E0] 6BB7 0010       IFU EX, [SP+0x10]
stressTest_6.dasm (line 6747):  [0x38E2] 6BD7 1000 1000  IFU [0x1000], [SP+0x1000]
stressTest_6.dasm (line 6748):  [0x38E5] 6BD7 0010 0010  IFU [0x10], [SP+0x10]
stressTest_6.dasm (line 6749):  [0x38E8] 6BF7 1000 1000  IFU 0x1000, [SP+0x1000]
stressTest_6.dasm (line 6750):  [0x38EB] 6BF7 0010 0010  IFU 0x10, [SP+0x10]
stressTest_6.dasm (line 6751):  [0x38EE] 6817 1000       IFU A, PICK 0x1000
stressTest_6.dasm (line 6752):  [0x38F0] 6817 0010       IFU A, PICK 0x10
stressTest_6.dasm (line 6753):  [0x38F2] 6837 1000       IFU B, PICK 0x1000
stressTest_6.dasm (line 6754):  [0x38F4] 6837 0010       IFU B, PICK 0x10
stressTest_6.dasm (line 6755):  [0x38F6] 6857 1000       IFU C, PICK 0x1000
stressTest_6.dasm (line 6756):  [0x38F8] 6857 0010       IFU C, PICK 0x10
